path,condition,age_group,source,strata
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-chest-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-buttock-visualdx-6.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-1.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-face-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-leg-visualdx-9.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-ear-visualdx-2.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-9.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-shoulder-visualdx-1.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-19.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-leg-visualdx-12.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-3.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-buttock-gsa-2.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-chest-visualdx-4.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-arm-visualdx-3.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-4.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-4.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-25.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-shoulder-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-chest-gsa-3.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-neck-visualdx-3.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-skin-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-face-visualdx-1.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Child/Visualdx/scabies-child-ear-visualdx-1.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Scabies/Adult/DermAtlas/scabies-adult-chest-dermatlas-1.jpg,Scabies,Adult,DermAtlas,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-skin-visualdx-11.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-buttocks-visualdx-3.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-thigh-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-22 (SEVERE).jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-15.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-skin-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-33.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-wrist-visualdx-1.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-skin-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Child/Visualdx/scabies-child-chest-visualdx-3.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-face-dermnz-1.jpg,Cellulitis,Adult,cellulitis-adult-face-dermnz-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-10.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-18.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-skin-visualdx-1.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-neck-visualdx-20.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-2.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-arm-dermnet-1.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-back-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-15.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-13.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-finger-dermatlas.jpg,Cellulitis,Adult,cellulitis-adult-finger-dermatlas.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-eye-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-15.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-chest-arm-visualdx.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-cheek-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-12.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-chest-visualdx-5.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-back-visualdx-1.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-wrist-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-neck-visualdx-6.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-wrist-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-1.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-foot-flickr-17.jpg,Cellulitis,Adult,celllulitis-adult-foot-flickr-17.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-10.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-26.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-8.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-thigh-visualdx-16.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-hand-visualdx-17.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-thigh-visualdx-4.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-44.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-buttock-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermatlas-6.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermatlas-6.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-16.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-arm-visualdx-7.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-hand-dermis-5.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-4.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-chest-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Infant/Visualdx/ringworm-infant-skin-visualdx-2.jpg,Ringworm,Infant,Visualdx,Ringworm||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-knee-dermnz-2.jpg,Cellulitis,Adult,cellulitis-adult-knee-dermnz-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-arm-visualdx-1.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-9.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-9.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-back-dermnet-5.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-skin-visualdx-3.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Child/Visualdx/eczema-child-back-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Child/Visualdx/eczema-child-knee-visualdx-5.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-55.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-arm-gsa-2.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-face-pcds.jpg,Cellulitis,Adult,cellulitis-adult-face-pcds.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-back-visualdx-3.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-thigh-visualdx-19.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-5.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-5.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-10.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-skin-dermis-2.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-chest-dermis-2.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-10.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-10.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-hands-dermnz-1.jpg,Cellulitis,Adult,cellulitis-adult-hands-dermnz-1.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-1.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-21.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-chest-visualdx-8.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-fingers-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-visualdx-10.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-skin-dermnet-18.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-scalp-visualdx-1.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-arm-back-visualdx-3.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-3.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-arm-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-arm-face-visualdx.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-skin-gsa-3.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-12.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-12.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-back-visualdx-1.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-fingers-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-7.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-chest-visualdx-6.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-feet-visualdx-5.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-eye-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-wrist-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-cheek-visualdx-6.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ear-visualdx-2.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-visualdx-9.jpg,Cellulitis,Adult,cellulitis-adult-eye-visualdx-9.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-12 (SEVERE).jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-face-visualdx-7.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-6.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-ankle-dermatlas-1.jpg,Cellulitis,Adult,cellulitis-adult-ankle-dermatlas-1.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-back-visualdx-7.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-finger-visualdx-4.jpg,Cellulitis,Adult,cellulitis-adult-finger-visualdx-4.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-leg-visualdx-6.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/DermAtlas/scabies-adult-hand-dermatlas-1.jpg,Scabies,Adult,DermAtlas,Scabies||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-leg-dermnet-3.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-4.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-eye-visualdx-5.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-ear-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-10.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-leg-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-23.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-15.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-23.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-7.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-15.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-15.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-feet-visualdx-2.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-arm-visualdx-1.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-9.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-27.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-14.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-face-gsa.jpg,Cellulitis,Adult,cellulitis-adult-face-gsa.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-scalp-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-arm-back-visualdx-2.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Eczema/Child/Visualdx/eczema-child-skin-visualdx-10.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-6.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-6.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-chest-visualdx-2.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-arm-visualdx-14.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-10.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-15.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-11.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-13.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-chest-visualdx-6.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-pcds-10 (SEVERE).jpg,Cellulitis,Adult,cellulitis-adult-leg-pcds-10 (SEVERE).jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-40.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-25.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-pcds-3.jpg,Cellulitis,Adult,cellulitis-adult-foot-pcds-3.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-back-visualdx-1.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-mouth-visualdx-4.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-thigh-visualdx-11.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-.neck-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-10.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-leg-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-skin-dermis-1.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-6.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-48.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Child/Visualdx/scabies-child-arm-visualdx-3.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-9.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-thigh-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-42.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-foot-visualdx-1.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Cellulitis/Infant/DermAtlas/cellulitis-infant-face-dermatlas.jpg,Cellulitis,Infant,DermAtlas,Cellulitis||Infant
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-back-dermnet-4.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-mouth-visualdx-7.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-15.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-23.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-12.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/DermAtlas/celllulitis-child-buttocks-dermatlas.jpg,Eczema,Child,DermAtlas,Eczema||Child
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-trunk-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-visualdx-3.jpg,Cellulitis,Adult,cellulitis-adult-eye-visualdx-3.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-dermnz-16.jpg,Cellulitis,Adult,cellulitis-adult-leg-dermnz-16.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-visualdx-7.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-back-visualdx-4.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-scalp-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-hand-dermis-7.jpg,Scabies,Adult,DermIS,Scabies||Adult
